city;city_ibge_code;date;epidemiological_week;estimated_population_2019;is_last;is_repeated;last_available_confirmed;last_available_confirmed_per_100k_inhabitants;last_available_date;last_available_death_rate;last_available_deaths;order_for_place;place_type;state;new_confirmed;new_deaths
São Paulo de Olivença;1303908.0;2020-04-17;16;39299.0;False;False;11;27.99053;2020-04-17;0.0;0;11;city;AM;1;0
São Paulo;3550308.0;2020-04-17;16;12252023.0;False;False;8744;71.36780999999999;2020-04-17;0.0735;643;53;city;SP;836;40
São Paulo de Olivença;1303908.0;2020-04-18;16;39299.0;False;False;11;27.99053;2020-04-18;0.0;0;12;city;AM;0;0
São Paulo;3550308.0;2020-04-18;16;12252023.0;False;False;9428;76.95056;2020-04-18;0.0728;686;54;city;SP;684;43
São Paulo de Olivença;1303908.0;2020-04-19;17;39299.0;False;False;11;27.99053;2020-04-19;0.0;0;13;city;AM;0;0
São Paulo;3550308.0;2020-04-19;17;12252023.0;False;False;9668;78.90942;2020-04-19;0.0724;700;55;city;SP;240;14
São Paulo de Olivença;1303908.0;2020-04-20;17;39299.0;False;False;11;27.99053;2020-04-20;0.0;0;14;city;AM;0;0
São Paulo;3550308.0;2020-04-20;17;12252023.0;False;False;9815;80.10922;2020-04-20;0.0728;715;56;city;SP;147;15
São Paulo de Olivença;1303908.0;2020-04-21;17;39299.0;False;False;11;27.99053;2020-04-21;0.0;0;15;city;AM;0;0
São Paulo;3550308.0;2020-04-21;17;12252023.0;False;False;10342;84.41055;2020-04-21;0.0728;753;57;city;SP;527;38
São Paulo de Olivença;1303908.0;2020-04-22;17;39299.0;False;False;15;38.16891;2020-04-22;0.0;0;16;city;AM;4;0
São Paulo;3550308.0;2020-04-22;17;12252023.0;False;False;10691;87.25905999999999;2020-04-22;0.0728;778;58;city;SP;349;25
São Paulo de Olivença;1303908.0;2020-04-23;17;39299.0;False;False;17;43.2581;2020-04-23;0.0;0;17;city;AM;2;0
São Paulo;3550308.0;2020-04-23;17;12252023.0;False;False;11225;91.61752;2020-04-23;0.0812;912;59;city;SP;534;134
São Paulo de Olivença;1303908.0;2020-04-24;17;39299.0;False;False;19;48.34729;2020-04-24;0.0;0;18;city;AM;2;0
São Paulo;3550308.0;2020-04-24;17;12252023.0;False;False;11800;96.31063;2020-04-24;0.0856;1010;60;city;SP;575;98
São Paulo de Olivença;1303908.0;2020-04-25;17;39299.0;False;False;23;58.525659999999995;2020-04-25;0.0;0;19;city;AM;4;0
São Paulo;3550308.0;2020-04-25;17;12252023.0;False;False;13098;106.90478999999999;2020-04-25;0.0839;1099;61;city;SP;1298;89
São Paulo de Olivença;1303908.0;2020-04-26;18;39299.0;False;False;28;71.24863;2020-04-26;0.0;0;20;city;AM;5;0
São Paulo;3550308.0;2020-04-26;18;12252023.0;False;False;13513;110.29198999999998;2020-04-26;0.0824;1114;62;city;SP;415;15
São Paulo de Olivença;1303908.0;2020-04-27;18;39299.0;False;False;30;76.33782;2020-04-27;0.0333;1;21;city;AM;2;1
São Paulo;3550308.0;2020-04-27;18;12252023.0;False;False;13989;114.17706000000001;2020-04-27;0.0838;1172;63;city;SP;476;58
São Paulo de Olivença;1303908.0;2020-04-28;18;39299.0;False;False;31;78.88241;2020-04-28;0.0323;1;22;city;AM;1;0
São Paulo do Potengi;2412609.0;2020-04-28;18;17579.0;False;False;1;5.68861;2020-04-28;0.0;0;1;city;RN;1;0
São Paulo;3550308.0;2020-04-28;18;12252023.0;False;False;15397;125.66904;2020-04-28;0.0858;1321;64;city;SP;1408;149
São Paulo de Olivença;1303908.0;2020-04-29;18;39299.0;False;False;33;83.9716;2020-04-29;0.0303;1;23;city;AM;2;0
São Paulo do Potengi;2412609.0;2020-04-29;18;17579.0;False;False;1;5.68861;2020-04-29;0.0;0;2;city;RN;0;0
São Paulo;3550308.0;2020-04-29;18;12252023.0;False;False;16638;135.79798;2020-04-29;0.0865;1439;65;city;SP;1241;118
São Paulo de Olivença;1303908.0;2020-04-30;18;39299.0;False;False;44;111.96213999999999;2020-04-30;0.0227;1;24;city;AM;11;0
São Paulo do Potengi;2412609.0;2020-04-30;18;17579.0;False;False;1;5.68861;2020-04-30;0.0;0;3;city;RN;0;0
São Paulo;3550308.0;2020-04-30;18;12252023.0;False;False;18149;148.13064;2020-04-30;0.0839;1522;66;city;SP;1511;83
São Paulo de Olivença;1303908.0;2020-05-01;18;39299.0;False;False;51;129.77428999999998;2020-05-01;0.0392;2;25;city;AM;7;1
São Paulo do Potengi;2412609.0;2020-05-01;18;17579.0;False;False;1;5.68861;2020-05-01;0.0;0;4;city;RN;0;0
São Paulo;3550308.0;2020-05-01;18;12252023.0;False;False;19087;155.78652;2020-05-01;0.0842;1607;67;city;SP;938;85
São Paulo de Olivença;1303908.0;2020-05-02;18;39299.0;False;False;60;152.67564;2020-05-02;0.0333;2;26;city;AM;9;0
São Paulo do Potengi;2412609.0;2020-05-02;18;17579.0;False;False;1;5.68861;2020-05-02;0.0;0;5;city;RN;0;0
São Paulo;3550308.0;2020-05-02;18;12252023.0;False;False;19494;159.10842;2020-05-02;0.0852;1661;68;city;SP;407;54
São Paulo de Olivença;1303908.0;2020-05-03;19;39299.0;False;False;77;195.93374;2020-05-03;0.039;3;27;city;AM;17;1
São Paulo do Potengi;2412609.0;2020-05-03;19;17579.0;False;False;1;5.68861;2020-05-03;0.0;0;6;city;RN;0;0
São Paulo;3550308.0;2020-05-03;19;12252023.0;False;False;19822;161.78553;2020-05-03;0.0844;1673;69;city;SP;328;12
São Paulo de Olivença;1303908.0;2020-05-04;19;39299.0;False;False;77;195.93374;2020-05-04;0.039;3;28;city;AM;0;0
São Paulo do Potengi;2412609.0;2020-05-04;19;17579.0;False;False;1;5.68861;2020-05-04;0.0;0;7;city;RN;0;0
São Paulo;3550308.0;2020-05-04;19;12252023.0;False;False;20073;163.83417;2020-05-04;0.0838;1683;70;city;SP;251;10
São Paulo de Olivença;1303908.0;2020-05-05;19;39299.0;False;False;89;226.46887;2020-05-05;0.0337;3;29;city;AM;12;0
São Paulo do Potengi;2412609.0;2020-05-05;19;17579.0;False;False;2;11.37721;2020-05-05;0.0;0;8;city;RN;1;0
São Paulo;3550308.0;2020-05-05;19;12252023.0;False;False;21140;172.54293;2020-05-05;0.0852;1801;71;city;SP;1067;118
São Paulo de Olivença;1303908.0;2020-05-06;19;39299.0;False;False;122;310.44047;2020-05-06;0.0246;3;30;city;AM;33;0
São Paulo do Potengi;2412609.0;2020-05-06;19;17579.0;False;False;2;11.37721;2020-05-06;0.0;0;9;city;RN;0;0
São Paulo;3550308.0;2020-05-06;19;12252023.0;False;False;23187;189.25038;2020-05-06;0.0824;1910;72;city;SP;2047;109
São Paulo de Olivença;1303908.0;2020-05-07;19;39299.0;False;False;124;315.52966000000004;2020-05-07;0.0242;3;31;city;AM;2;0
São Paulo do Potengi;2412609.0;2020-05-07;19;17579.0;False;True;2;11.37721;2020-05-06;0.0;0;10;city;RN;0;0
São Paulo;3550308.0;2020-05-07;19;12252023.0;False;False;24273;198.11422;2020-05-07;0.0818;1986;73;city;SP;1086;76
São Paulo de Olivença;1303908.0;2020-05-08;19;39299.0;False;False;127;323.16344;2020-05-08;0.0236;3;32;city;AM;3;0
São Paulo do Potengi;2412609.0;2020-05-08;19;17579.0;False;False;2;11.37721;2020-05-08;0.0;0;11;city;RN;0;0
São Paulo;3550308.0;2020-05-08;19;12252023.0;False;False;25367;207.04336;2020-05-08;0.0832;2110;74;city;SP;1094;124
São Paulo de Olivença;1303908.0;2020-05-09;19;39299.0;False;False;159;404.59045;2020-05-09;0.0189;3;33;city;AM;32;0
São Paulo do Potengi;2412609.0;2020-05-09;19;17579.0;False;True;2;11.37721;2020-05-08;0.0;0;12;city;RN;0;0
São Paulo;3550308.0;2020-05-09;19;12252023.0;False;False;26787;218.63327999999998;2020-05-09;0.083;2223;75;city;SP;1420;113
São Paulo de Olivença;1303908.0;2020-05-10;20;39299.0;False;False;160;407.13504;2020-05-10;0.0187;3;34;city;AM;1;0
São Paulo do Potengi;2412609.0;2020-05-10;20;17579.0;False;False;2;11.37721;2020-05-10;0.0;0;13;city;RN;0;0
São Paulo;3550308.0;2020-05-10;20;12252023.0;False;False;27307;222.87748;2020-05-10;0.083;2266;76;city;SP;520;43
São Paulo de Olivença;1303908.0;2020-05-11;20;39299.0;False;False;160;407.13504;2020-05-11;0.0187;3;35;city;AM;0;0
São Paulo do Potengi;2412609.0;2020-05-11;20;17579.0;False;False;2;11.37721;2020-05-11;0.0;0;14;city;RN;0;0
São Paulo;3550308.0;2020-05-11;20;12252023.0;False;False;27771;226.66461;2020-05-11;0.0821;2281;77;city;SP;464;15
São Paulo de Olivença;1303908.0;2020-05-12;20;39299.0;False;False;170;432.58097999999995;2020-05-12;0.0176;3;36;city;AM;10;0
São Paulo do Potengi;2412609.0;2020-05-12;20;17579.0;False;False;2;11.37721;2020-05-12;0.0;0;15;city;RN;0;0
São Paulo;3550308.0;2020-05-12;20;12252023.0;False;False;28682;234.10012000000003;2020-05-12;0.0839;2405;78;city;SP;911;124
São Paulo de Olivença;1303908.0;2020-05-13;20;39299.0;False;False;200;508.9188;2020-05-13;0.015;3;37;city;AM;30;0
São Paulo do Potengi;2412609.0;2020-05-13;20;17579.0;False;False;2;11.37721;2020-05-13;0.0;0;16;city;RN;0;0
São Paulo;3550308.0;2020-05-13;20;12252023.0;False;False;30402;248.13861;2020-05-13;0.08199999999999999;2494;79;city;SP;1720;89
São Paulo de Olivença;1303908.0;2020-05-14;20;39299.0;False;False;226;575.07825;2020-05-14;0.0133;3;38;city;AM;26;0
São Paulo do Potengi;2412609.0;2020-05-14;20;17579.0;False;False;2;11.37721;2020-05-14;0.0;0;17;city;RN;0;0
São Paulo;3550308.0;2020-05-14;20;12252023.0;False;False;31873;260.14479;2020-05-14;0.0814;2596;80;city;SP;1471;102
São Paulo de Olivença;1303908.0;2020-05-15;20;39299.0;False;False;243;618.3363400000001;2020-05-15;0.0123;3;39;city;AM;17;0
São Paulo do Potengi;2412609.0;2020-05-15;20;17579.0;False;True;2;11.37721;2020-05-14;0.0;0;18;city;RN;0;0
São Paulo;3550308.0;2020-05-15;20;12252023.0;False;False;33992;277.4399;2020-05-15;0.0787;2674;81;city;SP;2119;78
São Paulo de Olivença;1303908.0;2020-05-16;20;39299.0;False;False;262;666.68363;2020-05-16;0.0115;3;40;city;AM;19;0
São Paulo do Potengi;2412609.0;2020-05-16;20;17579.0;False;False;3;17.065820000000002;2020-05-16;0.0;0;19;city;RN;1;0
São Paulo;3550308.0;2020-05-16;20;12252023.0;False;False;35429;289.16857000000005;2020-05-16;0.0788;2792;82;city;SP;1437;118
São Paulo de Olivença;1303908.0;2020-05-17;21;39299.0;False;False;277;704.8525400000001;2020-05-17;0.0144;4;41;city;AM;15;1
São Paulo do Potengi;2412609.0;2020-05-17;21;17579.0;False;False;3;17.065820000000002;2020-05-17;0.0;0;20;city;RN;0;0
São Paulo;3550308.0;2020-05-17;21;12252023.0;False;False;35931;293.26585;2020-05-17;0.0789;2835;83;city;SP;502;43
São Paulo de Olivença;1303908.0;2020-05-18;21;39299.0;False;False;277;704.8525400000001;2020-05-18;0.0181;5;42;city;AM;0;1
São Paulo do Potengi;2412609.0;2020-05-18;21;17579.0;False;False;3;17.065820000000002;2020-05-18;0.0;0;21;city;RN;0;0
São Paulo;3550308.0;2020-05-18;21;12252023.0;False;False;36188;295.36347;2020-05-18;0.0789;2856;84;city;SP;257;21
São Paulo de Olivença;1303908.0;2020-05-19;21;39299.0;False;False;303;771.0119900000001;2020-05-19;0.0198;6;43;city;AM;26;1
São Paulo do Potengi;2412609.0;2020-05-19;21;17579.0;False;False;3;17.065820000000002;2020-05-19;0.0;0;22;city;RN;0;0
São Paulo;3550308.0;2020-05-19;21;12252023.0;False;False;37640;307.21457000000004;2020-05-19;0.0805;3029;85;city;SP;1452;173
São Paulo de Olivença;1303908.0;2020-05-20;21;39299.0;False;False;316;804.0917099999999;2020-05-20;0.0222;7;44;city;AM;13;1
São Paulo do Potengi;2412609.0;2020-05-20;21;17579.0;False;False;3;17.065820000000002;2020-05-20;0.0;0;23;city;RN;0;0
São Paulo;3550308.0;2020-05-20;21;12252023.0;False;False;39466;322.11823;2020-05-20;0.0794;3135;86;city;SP;1826;106
São Paulo de Olivença;1303908.0;2020-05-21;21;39299.0;False;False;324;824.44846;2020-05-21;0.0216;7;45;city;AM;8;0
São Paulo do Potengi;2412609.0;2020-05-21;21;17579.0;False;False;4;22.75442;2020-05-21;0.0;0;24;city;RN;1;0
São Paulo;3550308.0;2020-05-21;21;12252023.0;False;False;41451;338.31964;2020-05-21;0.0781;3238;87;city;SP;1985;103
São Paulo de Olivença;1303908.0;2020-05-22;21;39299.0;False;False;328;834.62684;2020-05-22;0.0244;8;46;city;AM;4;1
São Paulo do Potengi;2412609.0;2020-05-22;21;17579.0;False;False;4;22.75442;2020-05-22;0.0;0;25;city;RN;0;0
São Paulo;3550308.0;2020-05-22;21;12252023.0;False;False;42973;350.74208;2020-05-22;0.078;3352;88;city;SP;1522;114
São Paulo de Olivença;1303908.0;2020-05-23;21;39299.0;False;False;340;865.1619599999999;2020-05-23;0.0265;9;47;city;AM;12;1
São Paulo do Potengi;2412609.0;2020-05-23;21;17579.0;False;True;4;22.75442;2020-05-22;0.0;0;26;city;RN;0;0
São Paulo;3550308.0;2020-05-23;21;12252023.0;False;False;44887;366.36399;2020-05-23;0.0778;3491;89;city;SP;1914;139
São Paulo de Olivença;1303908.0;2020-05-24;22;39299.0;False;False;342;870.25115;2020-05-24;0.0263;9;48;city;AM;2;0
São Paulo do Potengi;2412609.0;2020-05-24;22;17579.0;False;False;4;22.75442;2020-05-24;0.0;0;27;city;RN;0;0
São Paulo;3550308.0;2020-05-24;22;12252023.0;False;False;45527;371.58761;2020-05-24;0.0776;3534;90;city;SP;640;43
São Paulo de Olivença;1303908.0;2020-05-25;22;39299.0;False;False;345;877.88493;2020-05-25;0.0319;11;49;city;AM;3;2
São Paulo do Potengi;2412609.0;2020-05-25;22;17579.0;False;False;6;34.13163;2020-05-25;0.0;0;28;city;RN;2;0
São Paulo;3550308.0;2020-05-25;22;12252023.0;False;False;46204;377.11323;2020-05-25;0.0769;3555;91;city;SP;677;21
São Paulo de Olivença;1303908.0;2020-05-26;22;39299.0;False;False;367;933.8660000000001;2020-05-26;0.03;11;50;city;AM;22;0
São Paulo do Potengi;2412609.0;2020-05-26;22;17579.0;False;False;7;39.820240000000005;2020-05-26;0.0;0;29;city;RN;1;0
São Paulo;3550308.0;2020-05-26;22;12252023.0;False;False;47554;388.13182;2020-05-26;0.0776;3691;92;city;SP;1350;136
São Paulo de Olivença;1303908.0;2020-05-27;22;39299.0;False;False;389;989.8470699999999;2020-05-27;0.0283;11;51;city;AM;22;0
São Paulo do Potengi;2412609.0;2020-05-27;22;17579.0;False;True;7;39.820240000000005;2020-05-26;0.0;0;30;city;RN;0;0
São Paulo;3550308.0;2020-05-27;22;12252023.0;False;False;49264;402.0887;2020-05-27;0.0777;3826;93;city;SP;1710;135
São Paulo de Olivença;1303908.0;2020-05-28;22;39299.0;False;False;395;1005.11463;2020-05-28;0.0278;11;52;city;AM;6;0
São Paulo do Potengi;2412609.0;2020-05-28;22;17579.0;False;False;13;73.95187;2020-05-28;0.0;0;31;city;RN;6;0
São Paulo;3550308.0;2020-05-28;22;12252023.0;False;False;52719;430.28812;2020-05-28;0.0751;3958;94;city;SP;3455;132
São Paulo de Olivença;1303908.0;2020-05-29;22;39299.0;False;False;414;1053.46192;2020-05-29;0.0266;11;53;city;AM;19;0
São Paulo do Potengi;2412609.0;2020-05-29;22;17579.0;False;False;15;85.32909000000001;2020-05-29;0.0;0;32;city;RN;2;0
São Paulo;3550308.0;2020-05-29;22;12252023.0;False;False;55741;454.95344000000006;2020-05-29;0.0738;4116;95;city;SP;3022;158
São Paulo de Olivença;1303908.0;2020-05-30;22;39299.0;False;False;433;1101.80921;2020-05-30;0.0254;11;54;city;AM;19;0
São Paulo do Potengi;2412609.0;2020-05-30;22;17579.0;False;True;15;85.32909000000001;2020-05-29;0.0;0;33;city;RN;0;0
São Paulo;3550308.0;2020-05-30;22;12252023.0;False;False;58619;478.44344;2020-05-30;0.0723;4239;96;city;SP;2878;123
São Paulo de Olivença;1303908.0;2020-05-31;23;39299.0;False;False;433;1101.80921;2020-05-31;0.0254;11;55;city;AM;0;0
São Paulo do Potengi;2412609.0;2020-05-31;23;17579.0;False;False;19;108.08351;2020-05-31;0.0;0;34;city;RN;4;0
São Paulo;3550308.0;2020-05-31;23;12252023.0;False;False;60131;490.78425999999996;2020-05-31;0.0712;4280;97;city;SP;1512;41
São Paulo de Olivença;1303908.0;2020-06-01;23;39299.0;False;False;433;1101.80921;2020-06-01;0.0254;11;56;city;AM;0;0
São Paulo do Potengi;2412609.0;2020-06-01;23;17579.0;False;False;19;108.08351;2020-06-01;0.0;0;35;city;RN;0;0
São Paulo;3550308.0;2020-06-01;23;12252023.0;False;False;61126;498.90536;2020-06-01;0.0704;4304;98;city;SP;995;24
São Paulo de Olivença;1303908.0;2020-06-02;23;39299.0;False;False;433;1101.80921;2020-06-02;0.0254;11;57;city;AM;0;0
São Paulo do Potengi;2412609.0;2020-06-02;23;17579.0;False;False;28;159.28096000000002;2020-06-02;0.0;0;36;city;RN;9;0
São Paulo;3550308.0;2020-06-02;23;12252023.0;False;False;64443;525.9784400000001;2020-06-02;0.0689;4443;99;city;SP;3317;139
São Paulo de Olivença;1303908.0;2020-06-03;23;39299.0;False;False;448;1139.97812;2020-06-03;0.0246;11;58;city;AM;15;0
São Paulo do Potengi;2412609.0;2020-06-03;23;17579.0;False;False;28;159.28096000000002;2020-06-03;0.0;0;37;city;RN;0;0
São Paulo;3550308.0;2020-06-03;23;12252023.0;False;False;66777;545.0283599999999;2020-06-03;0.0683;4564;100;city;SP;2334;121
São Paulo de Olivença;1303908.0;2020-06-04;23;39299.0;False;False;468;1190.87;2020-06-04;0.0235;11;59;city;AM;20;0
São Paulo do Potengi;2412609.0;2020-06-04;23;17579.0;False;False;30;170.65816999999998;2020-06-04;0.0;0;38;city;RN;2;0
São Paulo;3550308.0;2020-06-04;23;12252023.0;False;False;69347;566.00449;2020-06-04;0.0674;4675;101;city;SP;2570;111
São Paulo de Olivença;1303908.0;2020-06-05;23;39299.0;False;False;477;1213.77134;2020-06-05;0.0252;12;60;city;AM;9;1
São Paulo do Potengi;2412609.0;2020-06-05;23;17579.0;False;False;31;176.34678;2020-06-05;0.0323;1;39;city;RN;1;1
São Paulo;3550308.0;2020-06-05;23;12252023.0;False;False;71453;583.19349;2020-06-05;0.0672;4805;102;city;SP;2106;130
São Paulo de Olivença;1303908.0;2020-06-06;23;39299.0;False;False;481;1223.9497199999998;2020-06-06;0.0249;12;61;city;AM;4;0
São Paulo do Potengi;2412609.0;2020-06-06;23;17579.0;False;True;31;176.34678;2020-06-05;0.0323;1;40;city;RN;0;0
São Paulo;3550308.0;2020-06-06;23;12252023.0;False;False;73861;602.8473799999999;2020-06-06;0.0664;4901;103;city;SP;2408;96
São Paulo de Olivença;1303908.0;2020-06-07;24;39299.0;False;False;481;1223.9497199999998;2020-06-07;0.0249;12;62;city;AM;0;0
São Paulo do Potengi;2412609.0;2020-06-07;24;17579.0;False;False;44;250.29865;2020-06-07;0.0227;1;41;city;RN;13;0
São Paulo;3550308.0;2020-06-07;24;12252023.0;False;False;74796;610.47878;2020-06-07;0.0658;4920;104;city;SP;935;19
